Station Name,Street Address,City,ZIP,Station Phone,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,Geocode Status,Latitude,Longitude,Open Date,EV Connector Types,Facility Type,EV Pricing
PUBLIC STATIONS CAPITOL AVE #03,3791 Capitol Ave,Fremont,94538,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.548898,-121.985819,2020-06-12,J1772,,
VC GOV CENTER  SUPERIOR CRT 02,800 South Victoria Ave Parking Lot Brown E-2,Ventura,93003,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.268105,-119.20915,2020-06-12,J1772,,
CITYOF PETALUMA KELLER GARAGE 3,120 Keller St,Petaluma,94952,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.233895,-122.642123,2020-06-12,J1772,,
CITYOF PETALUMA CITY HALL WEST1,11 English Street,Petaluma,94952,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.231359,-122.644654,2020-06-12,J1772,,
NVTA YOUNTVILLE PNR,7900 Solano Ave,Yountville,94599,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.297546,-122.280426,2020-06-12,J1772,,
IRVINE  CO  OFC 4770 EASTGATE 2,4770 Eastgate Mall,San Diego,92121,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,32.881615,-117.205046,2020-06-12,J1772,,
HUMAN SERVICES HUMANSRVCSBLDG,855 Partridge Dr Located at the SW Corner of,Ventura,93003,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.268484,-119.205225,2020-06-12,J1772,,
PUBLIC STATIONS CENTRAL PARK #1,1 Sailway Drive,Fremont,94538,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.54795,-121.965713,2020-06-12,J1772,,
CITY HALL 107 W HWY 246,331 Park St,Buellton,93427,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.614782,-120.195686,2020-06-12,J1772,,
CHICO VW VW_426109_A,902 Oroville Ave,Chico,95928,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,39.725034,-121.83497,2020-06-12,J1772,,
ONTARIO VW VW_422180_A,701 S Kettering Dr,Ontario,91761,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.056523,-117.544995,2020-06-12,J1772,,
SDMC  AUX STN SDMC AUX STN,3901 Lone Tree Way,Antioch,94509,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.981732,-121.804052,2020-06-12,J1772,,
MARE ISLAND MARE ISLAND #2,1080 Nimitz Ave,Vallejo,94592,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.099895,-122.270203,2020-06-12,J1772,,
VCOE VCOE 1,5100 Adolfo Rd,Camarillo,93012,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.215826,-119.000034,2020-06-12,J1772,,
DLR SIMBA LOT #4,Simba Parking Lot GW-1,Anaheim,92805,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.806264,-117.925261,2020-06-12,J1772,,
APOLLO PARK PLACE 2,2135-2141 Park Pl,El Segundo,90245,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,33.905336,-118.387117,2020-06-12,J1772,,
UC IRVINE LOT 16 MSTB 5-6,415 E Peltason Dr,Irvine,92617,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.641922,-117.845711,2020-06-12,J1772,,
ESSEX REVEAL,21201 Kittridge St,Los Angeles,91303,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.191561,-118.594121,2020-06-12,J1772,,
IRVINE  CO  OFC DBC 15271 LCR 1,15271 Laguna Canyon Rd,Irvine,92618,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,33.672252,-117.761752,2020-06-12,J1772,,
BROOKFIELD OFC LVL 7 SEC C 1-2,945 W. 8th Street,Los Angeles,90017,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.049507,-118.26217,2020-06-12,J1772,,
IRVINE  CO  OFC WWG SOUTH L1 03,11100 Santa Monica Blvd.,Los Angeles,90025,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.045767,-118.444391,2020-06-12,J1772,,
PARAMOUNT LEMON GROVE 1,5661 Lemon Grove Ave,Los Angeles,90038,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.087395,-118.315224,2020-06-12,J1772,,
RICHMOND CVC1 NEVIN AV,325 Civic Center Plaza,Richmond,94804,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.936362,-122.344027,2020-06-12,J1772,,
ACWD STATIONS ACWD STATION 3,43885 S Grimmer Blvd,Fremont,94538,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,37.505916,-121.960783,2020-06-12,J1772,,
PD DESERT CROSSING,72399 CA-111,Palm Desert,92260,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.726066,-116.404409,2020-06-12,J1772,,
PD PRES PLAZA III,73170 El Paseo,Palm Desert,92260,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.720252,-116.387819,2020-06-12,J1772,,
PD C.O.D.,43-500 Monterey Ave,Palm Desert,92260,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.73317,-116.389597,2020-06-12,J1772,,
PD PRES PLAZA WEST,73677 CA-111,Palm Desert,92260,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.720741,-116.379156,2020-06-12,J1772,,
PD WESTFIELD EAST,72840 Hwy 111,Palm Desert,92260,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.724342,-116.392533,2020-06-12,J1772,,
PD UCR CAMPUS,Chase School Rd,Palm Desert,92211,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.773998,-116.353281,2020-06-12,J1772,,
PD PRES PLAZA E,73833 CA-111,Palm Desert,92260,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.720677,-116.376687,2020-06-12,J1772,,
PUBLIC STATIONS CAPITOL AVE #02,3810 Capitol Ave,Fremont,94538,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.548496,-121.985739,2020-06-12,J1772,,
CITYOFBERKELEY WEST LIBRARY,1125 University Ave,Berkeley,94702,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.869385,-122.290889,2020-06-12,J1772,,
PALO ALTO CA WEBSTER #3,520 Webster St,Palo Alto,94301,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.448273,-122.158233,2020-06-12,J1772,,
TODD R JAIL 600 S.TODD ROAD,554 Todd Rd,Santa Paula,93060,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.308269,-119.113396,2020-06-12,J1772,,
SAN MATEO CNTY PS1 PUBLIC #1D,440 Middlefield Rd CC PS1,Redwood City,94063,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.489512,-122.22988,2020-06-12,J1772,,
BRISBANE MARINA JAMES R. CORR,400 Sierra Point Pkwy,Brisbane,94005,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.673363,-122.381636,2020-06-12,J1772,,
APOLLO PARK PLACE 1,2145 Park Pl,El Segundo,90245,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.905503,-118.386623,2020-06-12,J1772,,
SKYWALKER EV1,Skywalker Ranch Rd,Nicasio,94946,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.065141,-122.645871,2020-06-12,J1772,,
MAINTENANCE OFF DEMETRE AVE #1,8300 Demetre Ave,Sacramento,95828,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.520339,-121.396302,2020-06-12,J1772,,
6080 CENTER DR HHC2-6080,6080 Center Dr,Los Angeles,90045,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.976766,-118.39165,2020-06-12,J1772,,
GWC GWC 1B,15744 Goldenwest St,Huntington Beach,92647,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.736132,-118.005354,2020-06-12,J1772,,
NVTA STATION 03,625 Burnell St,Napa,94559,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.297529,-122.280209,2020-06-12,J1772,,
META MPK26-04,180 Jefferson Dr,Menlo Park,94025,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,37.48091,-122.170984,2020-06-12,J1772,,
LINCOLN PROPERY STATION 06,21255 Burbank Blvd,Los Angeles,91367,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,34.174372,-118.593999,2020-06-12,J1772,,
TOWN LOS GATOS STATION 2,1-29 Pageant Way,Los Gatos,95030,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.220685,-121.979373,2020-06-12,J1772,,
"LIBERTY, CA N. LAKE TAHOE",701 National Ave,Tahoe Vista,96148,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,39.24703,-120.04897,2020-06-12,J1772,,
POMONA COLLEGE SOUTH PARKING#6,295 E 1st St,Claremont,91711,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.095987,-117.71003,2020-06-12,J1772,,
CITYOF CAMPBELL COM CTR H1-03,1 W Campbell Ave,Campbell,95008,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.28846,-121.95213,2020-06-12,J1772,,
MENLO PARK PARKINGPLAZA2 1,1198 Crane St,Menlo Park,94025,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.451822,-122.186056,2020-06-12,J1772,,
TOWN LOS GATOS STATION 1,1-199 Boone Ln,Los Gatos,95030,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.224465,-121.982414,2020-06-12,J1772,,
SAN LEANDRO WTP 01,2506-3098 Davis St,San Leandro,94577,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.714999,-122.193988,2020-06-12,J1772,,
SNG-18 500R STATION 01,500 R St,Sacramento,95811,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,38.572784,-121.503583,2020-06-12,J1772,,
YOUNTVILLE STATION 01,6516 Washington Street,Yountville,94599,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.402311,-122.359892,2020-06-12,J1772,,
YOUNTVILLE STATION 02,6550 Yount Street,Yountville,94599,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.403527,-122.361481,2020-06-12,J1772,,
CITY OF BENICIA COMM CENTER 01,370 E L St,Benicia,94510,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.050791,-122.149318,2020-06-12,J1772,,
IRVINE  CO  OFC 150 SPECTRUM 03,150 Spectrum Center Dr,Irvine,92618,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.649693,-117.747395,2020-06-12,J1772,,
CITYOFBERKELEY MARINA DOCK J-K,235 University Ave,Berkeley,94710,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.86457,-122.312865,2020-06-12,J1772,,
TOWN LOS GATOS STATION 3,950 University Ave,Los Gatos,95032,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.248829,-121.965935,2020-06-12,J1772,,
EXEC AIRPORT STATION 01,20301 Skywest Dr,Hayward,94545,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.662872,-122.121474,2020-06-12,J1772,,
TOWN LOS GATOS STATION 4,41 Miles Ave,Los Gatos,95030,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.22491,-121.977854,2020-06-12,J1772,,
OCC OCC 3A,2701 Fairview Rd,Costa Mesa,92626,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.668344,-117.913481,2020-06-12,J1772,,
KW HAMILTON HAMILTONLNDG 01,9 Hamilton Landing,Novato,94949,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.060089,-122.515227,2020-06-12,J1772,,
IRVINE  CO  OFC 101 W BROAD 01,101 W Broadway,San Diego,92101,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,32.714898,-117.16418,2020-06-12,J1772,,
CUPERTINO QUINLAN 2,10185 North Stelling Rd,Cupertino,95014,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.325439,-122.042351,2020-06-12,J1772,,
SAN MATEO CNTY TR PUBLIC #1A,30 Tower Rd Tower Road,San Mateo,94402,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.51134,-122.332994,2020-06-12,J1772,,
IRVINE  CO  OFC 150 SPECTRUM 04,22207 Irvine Center Dr,Irvine,92618,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.649641,-117.74734,2020-06-12,J1772,,
COVINA EV METRO 2,559 N Citrus Ave,Covina,91723,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.091654,-117.891924,2020-06-12,J1772,,
PLEASANT HILL DPH GARAGE A,160 Crescent Dr,Pleasant Hill,94523,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.944202,-122.061522,2020-06-12,J1772,,
PLEASANT HILL CITY HALL 01,88-138 Gregory Ln,Pleasant Hill,94523,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.947678,-122.062686,2020-06-12,J1772,,
JUV COURT 2 JUVENILE CRT 02,4333 E Vineyard Ave At traffic light enter on,Oxnard,93036,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.255015,-119.158387,2020-06-12,J1772,,
BH WILLIAMS BEHAVHEALTHBLDG,1911 Williams Dr NE Corner of the Building,Oxnard,93036,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.219842,-119.154243,2020-06-12,J1772,,
BMW FACILITIES 5650 ARCTURUS 2,5650 Arcturus,Oxnard,93033,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.146468,-119.171094,2020-06-12,J1772,,
HUMAN SERVICES 4651 TELEPHONE,4651 Telephone Rd NE Corner of Building,Ventura,93003,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.258792,-119.2355,2020-06-12,J1772,,
CIM STATION 1,350 S Grand,Los Angeles,90013,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.051277,-118.251323,2020-06-12,J1772,,
PUBLIC STATIONS DEV SERVICES #1,39550 Liberty St,Fremont,94538,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.54808,-121.976351,2020-06-12,J1772,,
VANGUARD HEALTH 1400 VANGUARD,1400 Vanguard Dr On the south side of the bui,Oxnard,93033,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.186679,-119.160981,2020-06-12,J1772,,
COVINA EV 124 E COLLEGE,124 E College St,Covina,91723,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.087187,-117.889397,2020-06-12,J1772,,
AVB BAKER RANCH STATION 4,1000 Lupine,Lake Forest,92610,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.678219,-117.674102,2020-06-12,J1772,,
AVB BAKER RANCH STATION 2,Lupine,Lake Forest,92610,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.67725,-117.675243,2020-06-12,J1772,,
PLATFORM BUILDING B-5,8830 Washington Blvd,Culver City,90232,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.027065,-118.387028,2020-06-12,J1772,,
LAZ PA EVS2,5900 Wilshire Blvd,Los Angeles,90036,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.062051,-118.35807,2020-06-12,J1772,,
BA GRANT PUBLIC W EVELYN 01,200 W Evelyn Ave,Sunnyvale,94086,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.377843,-122.031658,2020-06-12,J1772,,
ESSEX WILSHIRE,201 W Wilshire,Fullerton,92832,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.87256,-117.926963,2020-06-12,J1772,,
BMW-NA ONTARIO 01,4101-4217 E Lowell St,Ontario,91761,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.05217,-117.561008,2020-06-12,J1772,,
HAMPTON INN NRT HAMPTON INN ONE,8818 Spectrum Park Way,Bakersfield,93308,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,35.439755,-119.07593,2020-06-12,J1772,,
BA GRANT PUBLIC CALTRAIN 01,121 W Evelyn Ave,Sunnyvale,94086,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.378158,-122.03033,2020-06-12,J1772,,
IRVINE  CO  OFC 2 PARK PLAZA 01,2 Park Plaza,Irvine,92614,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,33.679603,-117.838725,2020-06-12,J1772,,
T&C TOWN & COUNTRY,855 El Camino Real,Palo Alto,94301,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.438498,-122.157375,2020-06-12,J1772,,
6300 STATION 1 TV CENTER,6300 Romaine St,Los Angeles,90038,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.088295,-118.329313,2020-06-12,J1772,,
IRVINE  CO  OFC SYMPHNY TWRS 01,750 B St,San Diego,92101,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,32.718656,-117.157808,2020-06-12,J1772,,
BURLINGAME LOT V 2,1051-1099 North Ln,Burlingame,94010,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.580051,-122.345314,2020-06-12,J1772,,
HGST_GO HGST B056 EV3,5601 Great Oaks Pkwy B056,San Jose,95119,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.248498,-121.79851,2020-06-12,J1772,,
AUXSERVICES CHARGER#1,University Dr,La Mirada,90638,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.908228,-118.012739,2020-06-12,J1772,,
55 HARRISON MARKET GARAGE,255 2nd St,Oakland,94607,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.794095,-122.271843,2020-06-12,J1772,,
HOTEL STRATA STRATA1,93-111 W El Camino Real,Mountain View,94040,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.381552,-122.075918,2020-06-12,J1772,,
HPI PALO ALTO B5U 3,3204 Hanover St,Palo Alto,94304,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.410581,-122.1469,2020-06-12,J1772,,
HPI PALO ALTO B6L 1,3126 Hanover St,Palo Alto,94304,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.411932,-122.145879,2020-06-12,J1772,,
SAN JOSE SJEIC2,1608 Las Plumas Ave,San Jose,95133,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.360123,-121.868415,2020-06-12,J1772,,
BURCAL MGMT TEAL COURT,430 Teal Ct,Burbank,91505,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.152078,-118.330366,2020-06-12,J1772,,
SCRIPPS HEALTH LOWER LEVEL 1,I-5,Encinitas,92024,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.039075,-117.2842,2020-06-12,J1772,,
CCC CCC GGB,12901 Euclid St,Garden Grove,92840,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.775307,-117.939125,2020-06-12,J1772,,
CCCD CCCD 1,1370 Adams Ave,Costa Mesa,92626,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.674534,-117.916678,2020-06-12,J1772,,
CCC CCC GG,12901 S Euclid St,Garden Grove,92843,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.775356,-117.939012,2020-06-12,J1772,,
ESSEX WILLOW LAKES,1331 Lakeshore Circle,San Jose,95131,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.384518,-121.892456,2020-06-12,J1772,,
CITY OF COTATI TRAIN DEPOT,960 E Cotati Ave,Cotati,94931,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.331618,-122.69157,2020-06-12,J1772,,
FALLON GATEWAY STATION 3,3660 Fallon Rd,Dublin,94568,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.70334,-121.851285,2020-06-12,J1772,,
COUNTY OF MARIN 1600 LOS GAMOS,1600 Los Gamos Dr,San Rafael,94903,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.020748,-122.541858,2020-06-12,J1772,,
IRVINE  CO  OFC 670 NCD LVL2 01,670 Newport Center Dr,Newport Beach,92660,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.619899,-117.874543,2020-06-12,J1772,,
CSU FULLERTON DCFC 01,Unnamed Road,Fullerton,92831,888-758-4389,Public,24 hours daily,,,1,,ChargePoint Network,GPS,33.879406,-117.88322,2020-06-12,CHADEMO J1772COMBO,,
AUXSERVICES CHARGER#2,University DrBiola University,La Mirada,90638,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.907974,-118.012603,2020-06-12,J1772,,
ESSEX FOUNTAIN PARK,13141 Fountain Park Dr,Los Angeles,90094,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.974519,-118.430176,2020-06-12,J1772,,
MLIC-BLUE OAKS STATION 01,1430 Blue Oaks Blvd,Roseville,95747,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.796285,-121.316827,2020-06-12,J1772,,
ORACLE SCA SCA12-001,4140 Network Cir,Santa Clara,95054,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.395509,-121.954485,2020-06-12,J1772,,
ORACLE RWSHORE 420 GARAGE-002,400 Oracle Pkwy,Redwood City,94065,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.531473,-122.263896,2020-06-12,J1772,,
ORACLE RWSHORE 220 GARAGE-002,200 Oracle Pkwy,Redwood City,94065,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.530853,-122.265574,2020-06-12,J1772,,
CITY HALL LOT VILLAGE PARKING,460 8 W 1st St,Claremont,91711,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.094351,-117.719932,2020-06-12,J1772,,
CITY HALL LOT CITY HALL,227 N Harvard Ave,Claremont,91711,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.096114,-117.716677,2020-06-12,J1772,,
COMFORT_INN_ER LOBBY_POOL,2300 Colorado Blvd,Los Angeles,90041,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.139369,-118.216896,2020-06-12,J1772,,
BMW HANSEL STATION 02,2925 Corby Ave,Santa Rosa,95407,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.406011,-122.71693,2020-06-12,J1772,,
ORACLE RWSHORE 320 GARAGE-002,300 Oracle Pkwy,Redwood City,94065,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.531178,-122.264582,2020-06-12,J1772,,
SIERRA COLLEGE ROCKLIN #2,5100 Sierra College Blvd.,Rocklin,95677,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.789018,-121.215709,2020-06-12,J1772,,
IRVINE  CO  OFC EXEC SQ 4225 03,4225 Executive Square,San Diego,92037,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,32.874391,-117.215825,2020-06-12,J1772,,
BMW FACILITIES REDLANDS 01,27081 Almond Ave,Redlands,92374,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.072571,-117.214016,2020-06-12,J1772,,
BMW ROSEVILLE STATION 01,500 Automall Dr,Roseville,95661,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.751308,-121.255656,2020-06-12,J1772,,
BMW ONTARIO STATION 01,1301 Auto Center Dr,Ontario,91761,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.049535,-117.544411,2020-06-12,J1772,,
BMW FACILITIES STOCKTON 01,1101 Runway Dr,Stockton,95206,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.896021,-121.268014,2020-06-12,J1772,,
IRVINE  CO  OFC DBC 43DISCVRY 1,43 Discovery,Irvine,92618,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,33.666857,-117.757441,2020-06-12,J1772,,
IRVINE  CO  OFC NEWPORT GATE 01,19800 - 19900 MacArthur Blvd,Irvine,92612,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,33.654739,-117.860408,2020-06-12,J1772,,
IRVINE  CO  OFC DBC 6531 ICD 01,6531 Irvine Center Dr,Irvine,92618,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,33.670604,-117.763145,2020-06-12,J1772,,
BMW OF FREMONT STATION SA01,5720 Cushing Pkwy,Fremont,94538,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.498814,-121.97496,2020-06-12,J1772,,
